评论名称,评分星级,评论内容,评论时间
intocity,s-star5,漫步山间的石径，一路都种植着高大的柳杉。如果你想逃离都市的喧嚣，不妨走走寺院小道，看看山里夕阳，尝尝清净食斋，聆听佛音，来这山中古寺体验。,2018-04-28 17:56:13
独孤求败,s-star5,大树王过后越往上越像一片荒山野路荒凉的很，越爬越陡峭看着一段又一段的山梯感到很绝望啊。经过一个半小时的挣扎终于到达山顶，山顶几乎什么也没有，连个拍照取景的地方都没有，也可能是天气很朦胧的原因。惨重的下山之路 下山就发现腿开始痛了，小腿有点抽筋的预兆了，俗话说上山容易下山难，每下一阶都要承受住整个身体的重量。跑着下山一半的时候几乎瘸了，忍辱负重坚持到底才走到山下来。天目山从早上8点开始到下午4点，从上山到下山，下完山腿都快断了，走路不能正常走完全，这一天下来回去后一瘸一拐。累是累了点，但天目山这植被率就光吸氧都感觉很值了。西天目山就是纯爬山的，几乎没有什么娱乐项目，山里走一走至少九十九。,2018-04-19 15:27:49
马玛丽,s-star5,天目山的大树王国里，绿意延伸到了心里。,2018-04-14 17:24:05
KUMA,s-star5,爬到大树王景区大概耗时3个小时，如果想要全方位亲近大自然，徒步上下，目测耗时在6小时左右，而且会非常累，因为上山的路真的不好爬。,2018-04-14 14:14:49
奕扬43,s-star5,所有的树木都不得搬离保护区，无论是雷劈还是自然倒下，只能就地处置。,2018-04-11 08:15:58
独孤求败,s-star4,阳光明媚，春暖花开，到杭州爬爬山清爽无比,2018-04-08 12:54:12
水悠然,s-star4,西天目山大树王国和禅源寺的通票优惠以后好像是110/人，和我第二次去时网上买的价格一样。西天目山上还有冰川大峡谷，不过只有禅源寺是和大树王国捆绑在一起的，必须买。只是，因为我两次去时时间都不充裕，所以禅源寺都没来得及去，只能下次了。听代售点的美女说，一般旅游去西天目山的人更多， 代售点买的票其实只是一个收据，和网上买的一样，还要去景区售票处兑换的。景区上下山公交的票只能在景区售票处买，网上也不能买的。我特别想去再去西天目山看雪景，我们下车后在景区按照游览路线的指示牌走，虽说是大树王国，但是，我们谁都没想到，在我们浙北的山上居然会有这么多！这么多！！这么多！！！又高又大的树。大树王国的名头居然真的是名副其实。 这里的大树不像在好多景区看到的，被围栏小心保护起来的零星的一棵两棵三棵四棵，而是一排排一片片，过了一棵还有一排，过了一排还有一片。冬末的西天目山实在是太让我震撼了，所以我下了决心，要看遍它四季的美。  四面峰据说西天目山最好的看景处 ，西天目山上还有一座寺庙，寺庙前有和日本的神社一样的净手池。 天目山地区的负离子含量据说特别高，2005年测出来的是刷新全国记录的，对身体特别好。西天目山上还有一个仙人顶，西天目山是值得一去再去的地方，强烈推荐。 不过景区内几乎没有吃饭的店，所以打算逛久点的最好准备好足够多的水和干粮。,2018-03-16 15:03:32
毛毛,s-star5,"正值春夏季节，天目山少了一份葱茏和喧闹，却多了一份疏朗和宁静。 天气晴朗，蓝天白云。阳光做伴，暖意盈满全身。 古道蜿蜒上山，曲径通幽心旷神怡。 天目山真的让人难忘的、牵挂的依然是""华盖闻九州""的大树。 成片的千年、百年大树或遒劲、或挺拔；或苍翠、或枯萎。西天目最美最秀丽的千年大树。 就像竖立在文昌的那枚即将冲入云霄的东风导弹发射器。天目山的树，由于信仰而保留至今，而""大树王""，由于迷信，成为枯木。",2018-03-15 21:32:30
蚂蜂窝用户,s-star5,美誉的天目山披上了厚厚的积雪，因为山中特殊的地理位置，所以即使是银霜遍地也盖不住大树的那一抹抹绿色。这是何等的美景？,2018-02-02 11:54:00
方头狮子,s-star5,避暑胜地，风景优美，山上的历史建筑很有感觉。,2018-01-17 16:20:31
心随大自然,s-star4,买票爬山，很遗憾前后不见一个人，不知道是不是冬天的原因，零下5度，也许真没有爬山吧，好吧，就一人出发吧，，，，一路上，，，景色不是很多，对树情有独钟的值得一游，，，历时三个半小时终于爬上了顶峰，上边工作人员说可以住在上边，早上可以看日出，想想应该不错，可是没有时间，有机会的朋友可以试一下，应该不错，整体感觉除了顶上景色美，其他不怎么样，可能是天气也有关系，建议夏天去,2018-01-14 12:18:55
汇客廰文旅,s-star5,覆盖上白雪后，那个看似寻常的天目山，就全然不同了。,2017-12-24 22:55:57
Alfred-ding,s-star5,论山，天目山算不上名山，雄奇峻险不如五岳黄山，宗教渊源不如九华峨嵋，天目山的独特之处是大树。林区植被种类丰富，珍稀物种荟萃，对普通游客没感觉，而给游人最直观的印象是古树之大，古树之多。天目山的柳杉，古木参天，历尽沧桑，虽然肤皱臂折，疮痍瘰疠，老态苍凉，但个个身板挺直，轩昂伟岸，在茫茫林海中如鹤立鸡群，华盖擎天，肃立如将军拱卫，展枝如大鹏欲翔，即使皮脱身空亦朽而不腐。  据说天目山动物资源也很丰富，只是我们无缘见识，陪伴着我们行走的是多彩的蝴蝶。,2017-12-14 14:03:02
水悠然,s-star3,今年的二月中旬去时，山上居然还有积雪，坐景区公交上去的一路还看到好多冰棱在滴水。上一个冬天开车两小时之外的我们这边根本就没下雪。而且我从来没想过在我们这边还能看到成片的那么多的大树！然后就是今年十一月初了，为了去看那棵冬天还是光秃秃的一万多年的银杏。秋天的西天目山特别美，尤其那棵银杏。照片附上冬末的和深秋的。,2017-12-08 07:51:36
长得还可以,s-star5,到天目山的那一刻我想尖叫，因为真的好美，可能是因为一开始来这里的期待并不高，可以说是一时兴起，没有做过任何功课，原来真实的天目山是这样的，高山里藏着各种色彩的树木，需要四五个人才能环抱，银杏的落叶铺满了整地，大树王已经存活了一万两千年，而我不知不觉已经抵达了山顶。,2017-11-05 23:17:29
幼稚大叔,s-star4,山不是很高，不过上山的路不止十八弯,2017-09-27 15:46:16
放春,s-star5,"天目山--雄踞黄山与东海之间。龙飞凤舞俯控吴越，狮蹲象立威镇东南。东西两峰遥相对峙。东峰大仙顶海拔1480米，西峰仙人顶海拔1506米。两峰之巅各天成一池。宛若双眸仰望苍穹，因而得名。天目山呈西南—东北走向，南北大致以杭徽公路和西苕溪为界。长200公里,宽约60公里，属江南古陆的东南缘。山地呈中心—深谷景观，海拔1500米以上山峰有10余座，最高峰清凉峰1787米。岩性以花岗岩、流纹岩为主。天目山两侧多低山丘陵宽谷景观。地质古老，山体形成于距今1.5亿年前的燕山期，是“江南古陆”的一部分；地貌独特，地形复杂，被称为“华东地区古冰川遗址之典型”；峭壁突兀，怪石林立，峡谷众多，自然景观幽美，堪称“江南奇山”；特殊的地形和悠久的佛教文化促使该区域动植物的遗存和植被的完整保护，成为全世界的一大奇迹，是中国中亚热带林区高等植物资源最丰富的区域之一。",2017-08-04 14:36:39
大嘴鸟,s-star5,为了找高峰原妙和中峰明本的遗迹特意一去。夏天杭州城里极热，此地很清凉，游人稀少，满山鸟声不绝。森林里科普展板做得不错。下山时走的步道，还是几百年前僧人铺就的石头小路，每一级都高低不平。若想快速走完（完全不歇脚的话，约一小时），则要做好双足被硌到麻木的准备。,2017-07-30 19:52:32
刘课中,s-star5,我还没有去过，听说那里很好玩的,2017-07-27 08:26:07
安娜奇奇,s-star5,起初天目山是薄雾笼罩着的，夏日置身山林，凉爽惬意；禅源寺的建筑极致幽雅，让人心怀虔诚祈祷；小船悠悠，荡漾在青山湖，遇见白鹭枝头，甚是恬静。,2017-07-24 19:48:59
大熊叔叔,s-star3,往往太有名的地方给我的感觉都不太好 尤其在中国 除了九寨沟和黄山,2017-07-13 23:15:22
辛哥,s-star4,西天目古道很有特点，一路都是巨大的柳杉，在中国恐怕是独有的景色了。,2017-06-26 15:17:26
秋日侠影,s-star4,天目山是杭州附近最佳的登山之处，有大树华盖闻九州的美名，是国内的避暑胜地，山脚有韦驮菩萨应迹道场---禅源寺，山上的大树王景区海拔约1000米，游览一圈大概2-3小时，从开山老殿到西天目的极顶---仙人顶（海拔1506）大概还需1小时。仙人顶上有气象站，还有一块被雷劈的残石，上书的“天下奇观”只剩下“可观”。,2017-05-08 09:06:26
咖啡飞,s-star4,西天目山是我们学校去实践的，那天的天气是阴阴的，结果去爬山的时候就下毛毛雨了，不过其实爬山这样的天气最好了的，景区吃饭的地方很少，不过有笑卖部，再走进一些有卖临安的特产，就是去爬山的路真是崎岖啊累屎人了，先下山，以为到底了就是出口，结果还要往上爬，真不是很喜欢爬山，爬了1个半就爬完也很久了，不过风景还是不错的，里面有很多古老的树种吧，小瀑布，溪流什么的是山中必有的嘛，不着急的爬爬还是很不错的,2017-04-20 18:12:46
王不流行 💪,s-star5,征服一座山是快乐的，海拔1500+的天目山同样一览众山小,2017-04-20 13:45:31
一路狼嚎,s-star4,1985年和2016年各去过一次，感觉浙江人还是值得一去的，可能因为古树和植物众多的原因吧，浙江林学院在此。但作为外省人，顺道可游，专门远道来游我认为不必。,2017-02-11 01:08:17
泗上游人,s-star5,由于是冬季淡季去的，从杭州没有直达天目山下的穿梭巴士。需要从杭州西客运站坐车至於潜客运站，下车后在其对面的公交站等直达天目山的那班车（车次忘记了，可以去查大公交信息牌），记住公交车最晚一班下午4:40左右发车。公交最后一站直达西天目 大门口，在这里吃住非常方便，有很多乡间旅馆，设施还不错，管饭的。景区有大巴车上下接送，半小时一班，非常方便。,2017-02-06 20:36:47
东哥西行,s-star4,七尖岔路很多，所以最好不要和队伍走散，或者说最好跟着有对讲机的人走，这样迷路了也能联系上。,2017-01-07 13:22:31
是我呀强子,s-star4,个人感受自然环境确实不错，一座活的植物博物馆，一边呼吸着新鲜的空气一边漫步在深山里，整个人都放松了非常惬意。一眼扫过去除了树还是树，稍稍逊于一些高山的景色。,2016-12-09 13:16:06
后后,s-star4,风雪七尖，美景+暴虐，未能成功穿越，嘿嘿，冬天又来了，再来一次？,2016-10-16 22:57:30
木二,s-star3,今天有幸和几位同事去爬天目山，在景区门口的一口天饭店吃了中饭，12点20左右从山脚坐景交到半山腰，差不多半小时的车程，到了景区我们简单的游览了一下老殿，一看时间是13：08，我们就以最快的速度开始冲刺仙人台，我们一路冲刺，登顶的时间是13：43分。应该说山顶还是挺心旷神怡的！下次我们打算从山脚不坐景交直接登顶！期待下次。,2016-10-13 20:30:29
远方的远,s-star4,避暑的好地方，农家乐众多，适合徒步，有七尖自虐路线，徽杭古道路线,2016-10-02 13:50:55
蚂蜂窝用户,s-star5,从上海出发，3个半小时即到浙江天目山，计划入住天目山龙凤竹农家乐两晚。选这家，完全是因为受了网上一篇天目山游记的影响。该文章的作者在这个农家乐美美地住了三天，就象撞进了桃花源。而最令我向往的是，龙凤竹农家乐号称是山上最高的农家乐，我就马上联想到大树参天，寂寞人家，静寂得让人凄神寒骨，想到自己还没有修炼到心远地自偏，那么，让自身远离尘嚣，体验一下地偏心自远的境界，不也很好吗？可是，当我到达，得到老板娘再三肯定，这就是龙凤竹农家乐，我还不敢肯定，这就是我要住的农家乐。除了简陋，还是简陋一一木头搭成的房子；浴室，卫生间除了脏，还是脏。总的来说，就是山区农民的生活标准，具体不详述了。客房就在马路边沿，客房门就对着上山公路。所谓天目山最高农家乐，那是笑话。假设从山脚到天目山大树王景区有10000步，那么这家离景区还有8000步，它下面的几家离景区也只有8005步。因为另几家农家乐就在下面走几步的距离，而且设施要好得多。200元一天一人，我一家三口，住一间600元/天，包吃三餐。当天晚饭：一碟梅干菜肉，三碟蔬菜（一人一碟蔬菜），第二天早餐，一人一个鸡蛋，一个馒头，三小碟小菜。午餐没去吃，因为提前退房了。 吃饭就在凉棚里。写这么多，不是为了出气，而是出于好心，避免象我一样的人重蹈覆辙（如果我能提前看到这篇文，就不会如此尴尬），当天和我家一起入住的来自上海的一对体面小夫妻（也许是一对朋友），女方甚为失落，想必男方极为懊悔。难道跟我一样，读了那篇美文？不信谣，不传谣，网络之言不可轻信，读家自辨。第二天我只游了大树王景区，中午就回上海了。对于只见过小山丘，把马路边的大樟树当作参天大树的人来说，这里的景象可以当作原始森林，小朋友的森林教材。值得一游的。,2016-08-06 19:28:40
